   82,  0.1196096239E+02
   83,  0.9912960800E+01
   84,  0.1198760500E+02
   85,  0.1115062960E+02
   86,  0.9556009321E+01
   87,  0.9305424097E+01
   88,  0.1045202592E+02
   89,  0.8551034707E+01
   90,  0.1036754907E+02
   91,  0.1107414127E+02
   92,  0.1199541016E+02
   93,  0.1036286034E+02
   94,  0.9986897682E+01
   95,  0.1156579372E+02
   96,  0.1092411639E+02
   97,  0.8267075803E+01
   98,  0.1163299118E+02
   99,  0.8628824183E+01
  100,  0.1135266852E+02
  101,  0.9504542764E+01
  102,  0.9138955173E+01
  103,  0.8676619280E+01
  104,  0.1233472173E+02
  105,  0.1244688168E+02
  106,  0.9721641693E+01
  107,  0.1472143225E+02
  108,  0.1417728659E+02
  109,  0.1801485101E+02
  110,  0.2051242270E+02
  111,  0.2082734608E+02
  112,  0.2284014803E+02
  113,  0.3067706039E+02
  114,  0.3546513333E+02
  115,  0.4137909568E+02
  116,  0.3661226229E+02
  117,  0.4010483293E+02
  118,  0.4249829026E+02
  119,  0.5324704981E+02
  120,  0.5031081459E+02
  121,  0.5136284976E+02
  122,  0.4944972249E+02
  123,  0.4462611584E+02
  124,  0.4370057868E+02
  125,  0.3410991879E+02
  126,  0.3475181303E+02
  127,  0.2733203543E+02
  128,  0.2205899157E+02
  129,  0.2165489692E+02
  130,  0.2005406468E+02
  131,  0.1748459486E+02
  132,  0.1180147693E+02
  133,  0.1454173133E+02
  134,  0.1043583669E+02
  135,  0.1211525457E+02
  136,  0.9233644714E+01
  137,  0.1117184975E+02
  138,  0.8411722695E+01
  139,  0.1043065334E+02
  140,  0.9392462031E+01
  141,  0.8317916799E+01
  142,  0.1199782536E+02
  143,  0.1121398677E+02
  144,  0.1053139020E+02
  145,  0.1124764189E+02
  146,  0.8528644979E+01
  147,  0.1106043187E+02
  148,  0.1104375517E+02
  149,  0.8632265447E+01
  150,  0.9174251005E+01
  151,  0.8546096898E+01
  152,  0.1028793371E+02
  153,  0.8344871895E+01
  154,  0.1064182614E+02
  155,  0.9998197695E+01
  156,  0.8263119996E+01
  157,  0.8040899583E+01
  158,  0.1073426383E+02
  159,  0.1055066204E+02
  160,  0.8927363419E+01
  161,  0.1167677562E+02
  162,  0.1071836306E+02
  163,  0.8321004657E+01
  164,  0.8808620776E+01
  165,  0.9341742813E+01
  166,  0.9795617833E+01
  167,  0.9655967050E+01
  168,  0.1198217196E+02
  169,  0.1157498512E+02
  170,  0.1140098068E+02
  171,  0.1054390121E+02
  172,  0.9924422680E+01
  173,  0.1020147617E+02
  174,  0.9078254203E+01
  175,  0.9773213607E+01
  176,  0.1088588186E+02
  177,  0.9344310938E+01
  178,  0.8956657378E+01
  179,  0.1023567517E+02
  180,  0.8576704670E+01
  181,  0.8464090288E+01
  182,  0.1140648102E+02
  183,  0.1098308468E+02
  184,  0.9716403970E+01
  185,  0.1049825336E+02
  186,  0.8973006853E+01
  187,  0.1063979767E+02
  188,  0.8137316753E+01
  189,  0.1061464747E+02
  190,  0.8662760935E+01
  191,  0.1124492058E+02
  192,  0.9943620040E+01
  193,  0.1156391445E+02
  194,  0.9008212050E+01
  195,  0.1180364975E+02
  196,  0.9985077249E+01
  197,  0.9198771498E+01
  198,  0.8926880252E+01
  199,  0.1105785258E+02
  200,  0.1106350200E+02
  201,  0.1415478288E+02
  202,  0.1154719025E+02
  203,  0.1407821208E+02
  204,  0.1764871508E+02
  205,  0.2013008008E+02
  206,  0.2293277506E+02
  207,  0.2336461071E+02
  208,  0.2578319105E+02
  209,  0.2971114015E+02
  210,  0.3677899934E+02
  211,  0.4531810133E+02
  212,  0.4608219264E+02
  213,  0.6470079541E+02
  214,  0.6819744837E+02
  215,  0.6747344296E+02
  216,  0.7902350452E+02
  217,  0.7574776447E+02
  218,  0.8871602002E+02
  219,  0.9868687767E+02
  220,  0.8525532361E+02
  221,  0.8430004994E+02
  222,  0.7825058202E+02
  223,  0.9189091609E+02
  224,  0.8630133757E+02
  225,  0.7803416645E+02
  226,  0.7181593086E+02
  227,  0.6167226489E+02
  228,  0.5181064445E+02
  229,  0.4673297234E+02
  230,  0.3456753839E+02
  231,  0.3062674167E+02
  232,  0.2725790139E+02
  233,  0.2540808805E+02
  234,  0.2208764951E+02
  235,  0.1693689561E+02
  236,  0.1693214104E+02
  237,  0.1671900558E+02
  238,  0.1400145529E+02
  239,  0.1184944062E+02
  240,  0.1356567957E+02
  241,  0.1024012294E+02
  242,  0.1052889437E+02
  243,  0.9408456672E+01
  244,  0.1030387019E+02
  245,  0.8551051058E+01
  246,  0.1144191369E+02
  247,  0.8418370985E+01
  248,  0.8816362629E+01
  249,  0.1040062480E+02
  250,  0.1197824684E+02
  251,  0.1199223428E+02
  252,  0.1076428040E+02
  253,  0.1075862108E+02
  254,  0.8444506405E+01
  255,  0.1120732556E+02
  256,  0.8318987597E+01
  257,  0.8066234233E+01
  258,  0.1048196569E+02
  259,  0.8314656397E+01
  260,  0.1169526297E+02
  261,  0.1134120184E+02
  262,  0.1086902268E+02
  263,  0.8046747020E+01
  264,  0.9699634940E+01
  265,  0.1078996100E+02
  266,  0.9092038152E+01
  267,  0.1045975247E+02
  268,  0.9071214770E+01
  269,  0.1007138593E+02
  270,  0.9267559311E+01
  271,  0.1183312512E+02
  272,  0.9405532571E+01
  273,  0.1072852835E+02
  274,  0.1168101584E+02
  275,  0.1080886631E+02
  276,  0.1017879985E+02
  277,  0.1068166500E+02
  278,  0.9836750779E+01
  279,  0.8263199873E+01
  280,  0.1152729713E+02
  281,  0.1180262359E+02
  282,  0.1183916733E+02
  283,  0.9674986249E+01
  284,  0.8182561770E+01
  285,  0.1029413796E+02
  286,  0.8033981209E+01
  287,  0.1152667218E+02
  288,  0.1000541090E+02
  289,  0.8899444740E+01
  290,  0.1043619865E+02
  291,  0.8812362570E+01
  292,  0.1001818426E+02
  293,  0.1152428728E+02
  294,  0.9444553311E+01
  295,  0.9328562033E+01
  296,  0.9396545688E+01
  297,  0.9132461768E+01
  298,  0.1160685845E+02
  299,  0.1082268456E+02
  300,  0.1162731856E+02
